213	0.682	1.843	0.686
214	0.540	1.640	0.698
215	0.697	1.640	0.543
216	0.467	1.438	0.653
217	0.653	1.437	0.470
218	0.745	1.889	0.609
219	0.739	1.834	0.778
220	0.595	1.906	0.703
221	1.057	1.059	1.708
222	1.067	1.164	1.520
223	1.161	1.068	1.519
224	1.013	1.017	1.843
225	1.001	1.159	1.640
226	1.156	1.002	1.640
227	1.046	1.233	1.438
228	1.229	1.046	1.437
229	1.090	0.954	1.889
230	0.921	0.960	1.834
231	0.996	1.104	1.906
232	1.057	0.640	-0.009
233	1.067	0.535	0.180
234	1.161	0.631	0.180
235	1.013	0.682	-0.144
236	1.001	0.540	0.059
237	1.156	0.697	0.060
238	1.046	0.467	0.261
239	1.229	0.653	0.262
240	1.090	0.745	-0.190
241	0.921	0.739	-0.135
242	0.996	0.595	-0.206
243	0.642	1.059	-0.009
244	0.632	1.164	0.180
245	0.538	1.068	0.180
246	0.686	1.017	-0.144
247	0.698	1.159	0.059
248	0.543	1.002	0.060
249	0.653	1.233	0.261
250	0.470	1.046	0.262
251	0.609	0.954	-0.190
252	0.778	0.960	-0.135
253	0.703	1.104	-0.206
254	0.642	0.640	1.708
255	0.632	0.535	1.520
256	0.538	0.631	1.519
257	0.686	0.682	1.843
258	0.698	0.540	1.640
259	0.543	0.697	1.640
260	0.653	0.467	1.438
261	0.470	0.653	1.437
262	0.609	0.745	1.889
263	0.778	0.739	1.834
264	0.703	0.595	1.906
265	0.858	0.207	1.909
266	0.670	0.217	2.013
267	0.670	0.311	1.917
268	0.993	0.164	1.866
269	0.790	0.151	2.009
270	0.790	0.306	1.852
271	0.589	0.196	2.082
272	0.588	0.379	1.895
273	1.040	0.240	1.804
274	0.984	0.072	1.809
275	1.056	0.146	1.954
276	1.708	1.057	2.758
277	1.520	1.067	2.863
278	1.519	1.161	2.767
279	1.843	1.013	2.716
280	1.640	1.001	2.858
281	1.640	1.156	2.701
282	1.438	1.046	2.932
283	1.437	1.229	2.745
284	1.889	1.090	2.653
285	1.834	0.921	2.659
286	1.906	0.996	2.803
287	2.540	0.207	1.489
288	2.728	0.217	1.385
289	2.729	0.311	1.481
290	2.405	0.164	1.532
291	2.608	0.151	1.390
292	2.608	0.306	1.547
293	2.809	0.196	1.316
294	2.810	0.379	1.503
295	2.359	0.240	1.594
296	2.414	0.072	1.589
297	2.342	0.146	1.445
298	2.540	3.191	1.909
299	2.728	3.181	2.013
300	2.729	3.087	1.917
301	2.405	3.234	1.866
302	2.608	3.247	2.009
303	2.608	3.092	1.852
304	2.809	3.202	2.082
305	2.810	3.019	1.895
306	2.359	3.158	1.804
307	2.414	3.327	1.809
308	2.342	3.252	1.954
309	0.858	3.191	1.489
310	0.670	3.181	1.385
311	0.670	3.087	1.481
312	0.993	3.234	1.532
313	0.790	3.247	1.390
314	0.790	3.092	1.547
315	0.589	3.202	1.316
316	0.588	3.019	1.503
317	1.040	3.158	1.594
318	0.984	3.327	1.589
319	1.056	3.252	1.445
320	-0.009	1.057	2.339
321	0.180	1.067	2.234
322	0.180	1.161	2.330
323	-0.144	1.013	2.382
324	0.059	1.001	2.239
325	0.060	1.156	2.396
326	0.261	1.046	2.166
327	0.262	1.229	2.352
328	-0.190	1.090	2.444
329	-0.135	0.921	2.438
330	-0.206	0.996	2.294
331	-0.009	0.642	2.758
332	0.180	0.632	2.863
333	0.180	0.538	2.767
334	-0.144	0.686	2.716
335	0.059	0.698	2.858
336	0.060	0.543	2.701
337	0.261	0.653	2.932
338	0.262	0.470	2.745
339	-0.190	0.609	2.653
340	-0.135	0.778	2.659
341	-0.206	0.703	2.803
342	1.708	0.642	2.339
343	1.520	0.632	2.234
344	1.519	0.538	2.330
345	1.843	0.686	2.382
346	1.640	0.698	2.239
347	1.640	0.543	2.396
348	1.438	0.653	2.166
349	1.437	0.470	2.352
350	1.889	0.609	2.444
351	1.834	0.778	2.438
352	1.906	0.703	2.294
353	0.210	0.858	1.907
354	0.314	0.670	1.916
355	0.218	0.670	2.010
356	0.167	0.993	1.863
357	0.310	0.790	1.850
358	0.152	0.790	2.006
359	0.383	0.589	1.895
360	0.196	0.588	2.078
361	0.105	1.040	1.939
362	0.110	0.984	1.771
363	0.255	1.056	1.845
364	0.207	0.210	2.557
365	0.217	0.314	2.369
366	0.311	0.218	2.369
367	0.164	0.167	2.693
368	0.151	0.310	2.490
369	0.306	0.152	2.489
370	0.196	0.383	2.288
371	0.379	0.196	2.287
372	0.240	0.105	2.739
373	0.072	0.110	2.684
374	0.146	0.255	2.755
375	3.188	2.540	1.907
376	3.084	2.728	1.916
377	3.180	2.729	2.010
378	3.231	2.405	1.863
379	3.089	2.608	1.850
380	3.246	2.608	2.006
381	3.015	2.809	1.895
382	3.202	2.810	2.078
383	3.293	2.359	1.939
384	3.288	2.414	1.771
385	3.144	2.342	1.845
386	0.210	2.540	1.492
387	0.314	2.728	1.482
388	0.218	2.729	1.388
389	0.167	2.405	1.535
390	0.310	2.608	1.548
391	0.152	2.608	1.393
392	0.383	2.809	1.503
393	0.196	2.810	1.320
394	0.105	2.359	1.459
395	0.110	2.414	1.628
396	0.255	2.342	1.553
397	3.188	0.858	1.492
398	3.084	0.670	1.482
399	3.180	0.670	1.388
400	3.231	0.993	1.535
401	3.089	0.790	1.548
402	3.246	0.790	1.393
403	3.015	0.589	1.503
404	3.202	0.588	1.320
405	3.293	1.040	1.459
406	3.288	0.984	1.628
407	3.144	1.056	1.553
408	0.207	3.188	0.841
409	0.217	3.084	1.029
410	0.311	3.180	1.030
411	0.164	3.231	0.706
412	0.151	3.089	0.909
413	0.306	3.246	0.909
414	0.196	3.015	1.110
415	0.379	3.202	1.111
416	0.240	3.293	0.660
417	0.072	3.288	0.715
418	0.146	3.144	0.643
419	3.191	0.210	0.841
420	3.181	0.314	1.029
421	3.087	0.218	1.030
422	3.234	0.167	0.706
423	3.247	0.310	0.909
424	3.092	0.152	0.909
425	3.202	0.383	1.110
426	3.019	0.196	1.111
427	3.158	0.105	0.660
428	3.327	0.110	0.715
429	3.252	0.255	0.643
430	3.191	3.188	2.557
431	3.181	3.084	2.369
432	3.087	3.180	2.369
433	3.234	3.231	2.693
434	3.247	3.089	2.490
435	3.092	3.246	2.489
436	3.202	3.015	2.288
437	3.019	3.202	2.287
438	3.158	3.293	2.739
439	3.327	3.288	2.684
440	3.252	3.144	2.755
441	1.059	1.708	2.756
442	1.164	1.520	2.766
443	1.068	1.519	2.860
444	1.017	1.843	2.713
445	1.159	1.640	2.700
446	1.002	1.640	2.855
447	1.233	1.438	2.745
448	1.046	1.437	2.928
449	0.954	1.889	2.789
450	0.960	1.834	2.620
451	1.104	1.906	2.695
452	0.640	-0.009	2.756
453	0.535	0.180	2.766
454	0.631	0.180	2.860
455	0.682	-0.144	2.713
456	0.540	0.059	2.700
457	0.697	0.060	2.855
458	0.467	0.261	2.745
459	0.653	0.262	2.928
460	0.745	-0.190	2.789
461	0.739	-0.135	2.620
462	0.595	-0.206	2.695
463	1.059	-0.009	2.341
464	1.164	0.180	2.332
465	1.068	0.180	2.237
466	1.017	-0.144	2.385
467	1.159	0.059	2.397
468	1.002	0.060	2.242
469	1.233	0.261	2.352
470	1.046	0.262	2.170
471	0.954	-0.190	2.308
472	0.960	-0.135	2.477
473	1.104	-0.206	2.402
474	0.640	1.708	2.341
475	0.535	1.520	2.332
476	0.631	1.519	2.237
477	0.682	1.843	2.385
478	0.540	1.640	2.397
479	0.697	1.640	2.242
480	0.467	1.438	2.352
481	0.653	1.437	2.170
482	0.745	1.889	2.308
483	0.739	1.834	2.477
484	0.595	1.906	2.402
485	1.057	1.059	3.407
486	1.067	1.164	3.219
487	1.161	1.068	3.218
488	1.013	1.017	3.542
489	1.001	1.159	3.339
490	1.156	1.002	3.339
491	1.046	1.233	3.138
492	1.229	1.046	3.136
493	1.090	0.954	3.588
494	0.921	0.960	3.533
495	0.996	1.104	3.605
496	1.057	0.640	1.690
497	1.067	0.535	1.879
498	1.161	0.631	1.879
499	1.013	0.682	1.555
500	1.001	0.540	1.758
501	1.156	0.697	1.759
502	1.046	0.467	1.960
503	1.229	0.653	1.961
504	1.090	0.745	1.509
505	0.921	0.739	1.564
506	0.996	0.595	1.493
507	0.642	1.059	1.690
508	0.632	1.164	1.879
509	0.538	1.068	1.879
510	0.686	1.017	1.555
511	0.698	1.159	1.758
512	0.543	1.002	1.759
513	0.653	1.233	1.960
514	0.470	1.046	1.961
515	0.609	0.954	1.509
516	0.778	0.960	1.564
517	0.703	1.104	1.493
518	0.642	0.640	3.407
519	0.632	0.535	3.219
520	0.538	0.631	3.218
521	0.686	0.682	3.542
522	0.698	0.540	3.339
523	0.543	0.697	3.339
524	0.653	0.467	3.138
525	0.470	0.653	3.136
526	0.609	0.745	3.588
527	0.778	0.739	3.533
528	0.703	0.595	3.605
529	0.858	1.907	0.210
530	0.670	1.916	0.314
531	0.670	2.010	0.218
532	0.993	1.863	0.167
533	0.790	1.850	0.310
534	0.790	2.006	0.152
535	0.589	1.895	0.383
536	0.588	2.078	0.196
537	1.040	1.939	0.105
538	0.984	1.771	0.110
539	1.056	1.845	0.255
540	1.708	2.756	1.059
541	1.520	2.766	1.164
542	1.519	2.860	1.068
543	1.843	2.713	1.017
544	1.640	2.700	1.159
545	1.640	2.855	1.002
546	1.438	2.745	1.233
547	1.437	2.928	1.046
548	1.889	2.789	0.954
549	1.834	2.620	0.960
550	1.906	2.695	1.104
551	2.540	1.907	3.188
552	2.728	1.916	3.084
553	2.729	2.010	3.180
554	2.405	1.863	3.231
555	2.608	1.850	3.089
556	2.608	2.006	3.246
557	2.809	1.895	3.015
558	2.810	2.078	3.202
559	2.359	1.939	3.293
560	2.414	1.771	3.288
561	2.342	1.845	3.144
562	2.540	1.492	0.210
563	2.728	1.482	0.314
564	2.729	1.388	0.218
565	2.405	1.535	0.167
566	2.608	1.548	0.310
567	2.608	1.393	0.152
568	2.809	1.503	0.383
569	2.810	1.320	0.196
570	2.359	1.459	0.105
571	2.414	1.628	0.110
572	2.342	1.553	0.255
573	0.858	1.492	3.188
574	0.670	1.482	3.084
575	0.670	1.388	3.180
576	0.993	1.535	3.231
577	0.790	1.548	3.089
578	0.790	1.393	3.246
579	0.589	1.503	3.015
580	0.588	1.320	3.202
581	1.040	1.459	3.293
582	0.984	1.628	3.288
583	1.056	1.553	3.144
584	-0.009	2.756	0.640
585	0.180	2.766	0.535
586	0.180	2.860	0.631
587	-0.144	2.713	0.682
588	0.059	2.700	0.540
589	0.060	2.855	0.697
590	0.261	2.745	0.467
591	0.262	2.928	0.653
592	-0.190	2.789	0.745
593	-0.135	2.620	0.739
594	-0.206	2.695	0.595
595	-0.009	2.341	1.059
596	0.180	2.332	1.164
597	0.180	2.237	1.068
598	-0.144	2.385	1.017
599	0.059	2.397	1.159
600	0.060	2.242	1.002
601	0.261	2.352	1.233
602	0.262	2.170	1.046
603	-0.190	2.308	0.954
604	-0.135	2.477	0.960
605	-0.206	2.402	1.104
606	1.708	2.341	0.640
607	1.520	2.332	0.535
608	1.519	2.237	0.631
609	1.843	2.385	0.682
610	1.640	2.397	0.540
611	1.640	2.242	0.697
612	1.438	2.352	0.467
613	1.437	2.170	0.653
614	1.889	2.308	0.745
615	1.834	2.477	0.739
616	1.906	2.402	0.595
617	0.210	2.557	0.207
618	0.314	2.369	0.217
619	0.218	2.369	0.311
620	0.167	2.693	0.164
621	0.310	2.490	0.151
622	0.152	2.489	0.306
623	0.383	2.288	0.196
624	0.196	2.287	0.379
625	0.105	2.739	0.240
626	0.110	2.684	0.072
627	0.255	2.755	0.146
628	0.207	1.909	0.858
629	0.217	2.013	0.670
630	0.311	1.917	0.670
631	0.164	1.866	0.993
632	0.151	2.009	0.790
633	0.306	1.852	0.790
634	0.196	2.082	0.589
635	0.379	1.895	0.588
636	0.240	1.804	1.040
637	0.072	1.809	0.984
638	0.146	1.954	1.056
639	3.188	0.841	0.207
640	3.084	1.029	0.217
641	3.180	1.030	0.311
642	3.231	0.706	0.164
643	3.089	0.909	0.151
644	3.246	0.909	0.306
645	3.015	1.110	0.196
646	3.202	1.111	0.379
647	3.293	0.660	0.240
648	3.288	0.715	0.072
649	3.144	0.643	0.146
650	0.210	0.841	3.191
651	0.314	1.029	3.181
652	0.218	1.030	3.087
653	0.167	0.706	3.234
654	0.310	0.909	3.247
655	0.152	0.909	3.092
656	0.383	1.110	3.202
657	0.196	1.111	3.019
658	0.105	0.660	3.158
659	0.110	0.715	3.327
660	0.255	0.643	3.252
661	3.188	2.557	3.191
662	3.084	2.369	3.181
663	3.180	2.369	3.087
664	3.231	2.693	3.234
665	3.089	2.490	3.247
666	3.246	2.489	3.092
667	3.015	2.288	3.202
668	3.202	2.287	3.019
669	3.293	2.739	3.158
670	3.288	2.684	3.327
671	3.144	2.755	3.252
672	0.207	1.489	2.540
673	0.217	1.385	2.728
674	0.311	1.481	2.729
675	0.164	1.532	2.405
676	0.151	1.390	2.608
677	0.306	1.547	2.608
678	0.196	1.316	2.809
679	0.379	1.503	2.810
680	0.240	1.594	2.359
681	0.072	1.589	2.414
682	0.146	1.445	2.342
683	3.191	1.909	2.540
684	3.181	2.013	2.728
685	3.087	1.917	2.729
686	3.234	1.866	2.405
687	3.247	2.009	2.608
688	3.092	1.852	2.608
689	3.202	2.082	2.809
690	3.019	1.895	2.810
691	3.158	1.804	2.359
692	3.327	1.809	2.414
693	3.252	1.954	2.342
694	3.191	1.489	0.858
695	3.181	1.385	0.670
696	3.087	1.481	0.670
697	3.234	1.532	0.993
698	3.247	1.390	0.790
699	3.092	1.547	0.790
700	3.202	1.316	0.589
701	3.019	1.503	0.588
702	3.158	1.594	1.040
703	3.327	1.589	0.984
704	3.252	1.445	1.056
705	1.059	3.407	1.057
706	1.164	3.219	1.067
707	1.068	3.218	1.161
708	1.017	3.542	1.013
709	1.159	3.339	1.001
710	1.002	3.339	1.156
711	1.233	3.138	1.046
712	1.046	3.136	1.229
713	0.954	3.588	1.090
714	0.960	3.533	0.921
715	1.104	3.605	0.996
716	0.640	1.690	1.057
717	0.535	1.879	1.067
718	0.631	1.879	1.161
719	0.682	1.555	1.013
720	0.540	1.758	1.001
721	0.697	1.759	1.156
722	0.467	1.960	1.046
723	0.653	1.961	1.229
724	0.745	1.509	1.090
725	0.739	1.564	0.921
726	0.595	1.493	0.996
727	1.059	1.690	0.642
728	1.164	1.879	0.632
729	1.068	1.879	0.538
730	1.017	1.555	0.686
731	1.159	1.758	0.698
732	1.002	1.759	0.543
733	1.233	1.960	0.653
734	1.046	1.961	0.470
735	0.954	1.509	0.609
736	0.960	1.564	0.778
737	1.104	1.493	0.703
738	0.640	3.407	0.642
739	0.535	3.219	0.632
740	0.631	3.218	0.538
741	0.682	3.542	0.686
742	0.540	3.339	0.698
743	0.697	3.339	0.543
744	0.467	3.138	0.653
745	0.653	3.136	0.470
746	0.745	3.588	0.609
747	0.739	3.533	0.778
748	0.595	3.605	0.703
749	1.057	2.758	1.708
750	1.067	2.863	1.520
751	1.161	2.767	1.519
752	1.013	2.716	1.843
753	1.001	2.858	1.640
754	1.156	2.701	1.640
755	1.046	2.932	1.438
756	1.229	2.745	1.437
757	1.090	2.653	1.889
758	0.921	2.659	1.834
759	0.996	2.803	1.906
760	1.057	2.339	-0.009
761	1.067	2.234	0.180
762	1.161	2.330	0.180
763	1.013	2.382	-0.144
764	1.001	2.239	0.059
765	1.156	2.396	0.060
766	1.046	2.166	0.261
767	1.229	2.352	0.262
768	1.090	2.444	-0.190
769	0.921	2.438	-0.135
770	0.996	2.294	-0.206
771	0.642	2.758	-0.009
772	0.632	2.863	0.180
773	0.538	2.767	0.180
774	0.686	2.716	-0.144
775	0.698	2.858	0.059
776	0.543	2.701	0.060
777	0.653	2.932	0.261
778	0.470	2.745	0.262
779	0.609	2.653	-0.190
780	0.778	2.659	-0.135
781	0.703	2.803	-0.206
782	0.642	2.339	1.708
783	0.632	2.234	1.520
784	0.538	2.330	1.519
785	0.686	2.382	1.843
786	0.698	2.239	1.640
787	0.543	2.396	1.640
788	0.653	2.166	1.438
789	0.470	2.352	1.437
790	0.609	2.444	1.889
791	0.778	2.438	1.834
792	0.703	2.294	1.906
793	0.858	1.907	1.909
794	0.670	1.916	2.013
795	0.670	2.010	1.917
796	0.993	1.863	1.866
797	0.790	1.850	2.009
798	0.790	2.006	1.852
799	0.589	1.895	2.082
800	0.588	2.078	1.895
801	1.040	1.939	1.804
802	0.984	1.771	1.809
803	1.056	1.845	1.954
804	1.708	2.756	2.758
805	1.520	2.766	2.863
806	1.519	2.860	2.767
807	1.843	2.713	2.716
808	1.640	2.700	2.858
809	1.640	2.855	2.701
810	1.438	2.745	2.932
811	1.437	2.928	2.745
812	1.889	2.789	2.653
813	1.834	2.620	2.659
814	1.906	2.695	2.803
815	2.540	1.907	1.489
816	2.728	1.916	1.385
817	2.729	2.010	1.481
818	2.405	1.863	1.532
819	2.608	1.850	1.390
820	2.608	2.006	1.547
821	2.809	1.895	1.316
822	2.810	2.078	1.503
823	2.359	1.939	1.594
824	2.414	1.771	1.589
825	2.342	1.845	1.445
826	2.540	1.492	1.909
827	2.728	1.482	2.013
828	2.729	1.388	1.917
829	2.405	1.535	1.866
830	2.608	1.548	2.009
831	2.608	1.393	1.852
832	2.809	1.503	2.082
833	2.810	1.320	1.895
834	2.359	1.459	1.804
835	2.414	1.628	1.809
836	2.342	1.553	1.954
837	0.858	1.492	1.489
838	0.670	1.482	1.385
839	0.670	1.388	1.481
840	0.993	1.535	1.532
841	0.790	1.548	1.390
842	0.790	1.393	1.547
843	0.589	1.503	1.316
844	0.588	1.320	1.503
845	1.040	1.459	1.594
846	0.984	1.628	1.589
847	1.056	1.553	1.445
848	-0.009	2.756	2.339
849	0.180	2.766	2.234
850	0.180	2.860	2.330
851	-0.144	2.713	2.382
852	0.059	2.700	2.239
853	0.060	2.855	2.396
854	0.261	2.745	2.166
855	0.262	2.928	2.352
856	-0.190	2.789	2.444
857	-0.135	2.620	2.438
858	-0.206	2.695	2.294
859	-0.009	2.341	2.758
860	0.180	2.332	2.863
861	0.180	2.237	2.767
862	-0.144	2.385	2.716
863	0.059	2.397	2.858
864	0.060	2.242	2.701
865	0.261	2.352	2.932
866	0.262	2.170	2.745
867	-0.190	2.308	2.653
868	-0.135	2.477	2.659
869	-0.206	2.402	2.803
870	1.708	2.341	2.339
871	1.520	2.332	2.234
872	1.519	2.237	2.330
873	1.843	2.385	2.382
874	1.640	2.397	2.239
875	1.640	2.242	2.396
876	1.438	2.352	2.166
877	1.437	2.170	2.352
878	1.889	2.308	2.444
879	1.834	2.477	2.438
880	1.906	2.402	2.294
881	0.210	2.557	1.907
882	0.314	2.369	1.916
883	0.218	2.369	2.010
884	0.167	2.693	1.863
885	0.310	2.490	1.850
886	0.152	2.489	2.006
887	0.383	2.288	1.895
888	0.196	2.287	2.078
889	0.105	2.739	1.939
890	0.110	2.684	1.771
891	0.255	2.755	1.845
892	0.207	1.909	2.557
893	0.217	2.013	2.369
894	0.311	1.917	2.369
895	0.164	1.866	2.693
896	0.151	2.009	2.490
897	0.306	1.852	2.489
898	0.196	2.082	2.288
899	0.379	1.895	2.287
900	0.240	1.804	2.739
901	0.072	1.809	2.684
902	0.146	1.954	2.755
903	3.188	0.841	1.907
904	3.084	1.029	1.916
905	3.180	1.030	2.010
906	3.231	0.706	1.863
907	3.089	0.909	1.850
908	3.246	0.909	2.006
909	3.015	1.110	1.895
910	3.202	1.111	2.078
911	3.293	0.660	1.939
912	3.288	0.715	1.771
913	3.144	0.643	1.845
914	0.210	0.841	1.492
915	0.314	1.029	1.482
916	0.218	1.030	1.388
917	0.167	0.706	1.535
918	0.310	0.909	1.548
919	0.152	0.909	1.393
920	0.383	1.110	1.503
921	0.196	1.111	1.320
922	0.105	0.660	1.459
923	0.110	0.715	1.628
924	0.255	0.643	1.553
925	3.188	2.557	1.492
926	3.084	2.369	1.482
927	3.180	2.369	1.388
928	3.231	2.693	1.535
929	3.089	2.490	1.548
930	3.246	2.489	1.393
931	3.015	2.288	1.503
932	3.202	2.287	1.320
933	3.293	2.739	1.459
934	3.288	2.684	1.628
935	3.144	2.755	1.553
936	0.207	1.489	0.841
937	0.217	1.385	1.029
938	0.311	1.481	1.030
939	0.164	1.532	0.706
940	0.151	1.390	0.909
941	0.306	1.547	0.909
942	0.196	1.316	1.110
943	0.379	1.503	1.111
944	0.240	1.594	0.660
945	0.072	1.589	0.715
946	0.146	1.445	0.643
947	3.191	1.909	0.841
948	3.181	2.013	1.029
949	3.087	1.917	1.030
950	3.234	1.866	0.706
951	3.247	2.009	0.909
952	3.092	1.852	0.909
953	3.202	2.082	1.110
954	3.019	1.895	1.111
955	3.158	1.804	0.660
956	3.327	1.809	0.715
957	3.252	1.954	0.643
958	3.191	1.489	2.557
959	3.181	1.385	2.369
960	3.087	1.481	2.369
961	3.234	1.532	2.693
962	3.247	1.390	2.490
963	3.092	1.547	2.489
964	3.202	1.316	2.288
965	3.019	1.503	2.287
966	3.158	1.594	2.739
967	3.327	1.589	2.684
968	3.252	1.445	2.755
969	1.059	3.407	2.756
970	1.164	3.219	2.766
971	1.068	3.218	2.860
972	1.017	3.542	2.713
973	1.159	3.339	2.700
974	1.002	3.339	2.855
975	1.233	3.138	2.745
976	1.046	3.136	2.928
977	0.954	3.588	2.789
978	0.960	3.533	2.620
979	1.104	3.605	2.695
980	0.640	1.690	2.756
981	0.535	1.879	2.766
982	0.631	1.879	2.860
983	0.682	1.555	2.713
984	0.540	1.758	2.700
985	0.697	1.759	2.855
986	0.467	1.960	2.745
987	0.653	1.961	2.928
988	0.745	1.509	2.789
989	0.739	1.564	2.620
990	0.595	1.493	2.695
991	1.059	1.690	2.341
992	1.164	1.879	2.332
993	1.068	1.879	2.237
994	1.017	1.555	2.385
